category,text
relevent,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
relevent,What makes you most happy?
relevent,Wishing you a wonderful week.
relevent,Sweet heart how are you?
relevent,"Sir, waiting for your letter."
relevent,Dude im no longer a pisces. Im an aquarius now.
relevent,X course it 2yrs. Just so her messages on messenger lik you r sending me
relevent,I think steyn surely get one wicket:)
relevent,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
relevent,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
relevent,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
relevent,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
relevent,My birthday is on feb  &lt;#&gt;  da. .
relevent,So when do you wanna gym?
relevent,You'd like that wouldn't you? Jerk!
relevent,Are u awake? Is there snow there?
relevent,And of course you should make a stink!
not_relevent,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
relevent,No go. No openings for that room 'til after thanksgiving without an upcharge.
relevent,When you guys planning on coming over?
relevent,Wat ü doing now?
relevent,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
relevent,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
relevent,Do I? I thought I put it back in the box
relevent,I'm home...
relevent,No one interested. May be some business plan.
relevent,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
relevent,Good morning princess! Have a great day!
relevent,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
relevent,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
relevent,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
relevent,Tell me something. Thats okay.
relevent,Ok
relevent,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
relevent,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
relevent,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
relevent,Yep get with the program. You're slacking.
relevent,I'm in inside office..still filling forms.don know when they leave me.
relevent,"I think your mentor is , but not 100 percent sure."
not_relevent,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
not_relevent,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
not_relevent,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
relevent,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
not_relevent,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
relevent,Hi mom we might be back later than  &lt;#&gt;
not_relevent,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
relevent,"Lol, oh you got a friend for the dog ?"
relevent,"Ok., is any problem to u frm him? Wats matter?"
relevent,"K I'll head out in a few mins, see you there"
relevent,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
relevent,I cant pick the phone right now. Pls send a message
relevent,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
not_relevent,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
not_relevent,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
relevent,Somebody set up a website where you can play hold em using eve online spacebucks
relevent,Its sunny in california. The weather's just cool
not_relevent,You have 1 new message. Call 0207-083-6089
relevent,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
relevent,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
relevent,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
relevent,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
relevent,I'm at work. Please call
relevent,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
relevent,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
relevent,Ok.ok ok..then..whats ur todays plan
relevent,Nt joking seriously i told
relevent,Watching ajith film ah?
relevent,Ooooooh I forgot to tell u I can get on yoville on my phone
relevent,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
relevent,I dont know exactly could you ask chechi.
relevent,Dunno lei shd b driving lor cos i go sch 1 hr oni.
relevent,As in i want custom officer discount oh.
relevent,That's necessarily respectful
relevent,Hi. Hope you had a good day. Have a better night.
relevent,And he's apparently bffs with carly quick now
relevent,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
relevent,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
relevent,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
relevent,So gd got free ice cream... I oso wan...
relevent,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
relevent,So how many days since then?
relevent,Dear are you angry i was busy dear
relevent,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
relevent,... Are you in the pub?
relevent,There is a first time for everything :)
relevent,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
relevent,I ask if u meeting da ge tmr nite...
relevent,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
relevent,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
relevent,East coast
relevent,You should get more chicken broth if you want ramen unless there's some I don't know about
relevent,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
relevent,Nope. I just forgot. Will show next week
relevent,So how are you really. What are you up to. How's the masters. And so on.
relevent,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
relevent,I dont know oh. Hopefully this month.
relevent,"Hi elaine, is today's meeting confirmed?"
relevent,Ok k..sry i knw 2 siva..tats y i askd..
relevent,"Sorry, I'll call later"
relevent,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
relevent,Otherwise had part time job na-tuition..
relevent,Oh yeah! And my diet just flew out the window
not_relevent,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
relevent,You didnt complete your gist oh.
relevent,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
relevent,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
relevent,If I was I wasn't paying attention
relevent,Thanx a lot 4 ur help!
relevent,You're gonna have to be way more specific than that
relevent,Jesus armand really is trying to tell everybody he can find
relevent,I'm wif him now buying tix lar...
relevent,Mode men or have you left.
relevent,Am slow in using biola's fne
relevent,What are youdoing later? Sar xxx
relevent,Hey i've booked the 2 lessons on sun liao...
relevent,Thank you. do you generally date the brothas?
relevent,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
relevent,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
not_relevent,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
relevent,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
relevent,"And that's fine, I got enough bud to last most of the night at least"
relevent,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
relevent,So that takes away some money worries
relevent,"aight we can pick some up, you open before tonight?"
not_relevent,"Latest News! Police station toilet stolen, cops have nothing to go on!"
relevent,Sac needs to carry on:)
relevent,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
relevent,What???? Hello wats talks email address?
relevent,Except theres a chick with huge boobs.
relevent,Im just wondering what your doing right now?
relevent,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
not_relevent,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
relevent,Arun can u transfr me d amt
relevent,"Sorry, I'll call later"
relevent,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
not_relevent,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
relevent,Ok i thk i got it. Then u wan me 2 come now or wat?
not_relevent,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
relevent,U GOIN OUT 2NITE?
relevent,I will treasure every moment we spend together...
relevent,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
not_relevent,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
not_relevent,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
not_relevent,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
relevent,Ok lor.
relevent,I thought slide is enough.
relevent,Yup
relevent,Well obviously not because all the people in my cool college life went home ;_;
relevent,Ok lor ü reaching then message me.
relevent,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
relevent,Dhoni have luck to win some big title.so we will win:)
relevent,Yes princess! I want to please you every night. Your wish is my command...
relevent,What Today-sunday..sunday is holiday..so no work..
relevent,No probably  &lt;#&gt; %.
relevent,Really do hope the work doesnt get stressful. Have a gr8 day.
relevent,Have you seen who's back at Holby?!
